subplot,veg_plot,species,base_D,height_budscar_cm,height_total_cm,date,,,
A04W,4,ACRU,0-1,5.7,6.1,2020-08-04,,,
A04W,4,POGR,0-1,0,23.3,2020-08-04,,,
A04W,4,ACSA,0-1,0,4.1,2020-08-04,,,
A04E,6,ACRU,0-1,16.9,17.4,2020-08-04,,,
A04E,6,ACRU,0-1,0,4.1,2020-08-04,,,
A04E,6,VBAC,0-1,10.1,10.6,2020-08-04,,,
A04E,6,ACRU,0-1,14.6,15.6,2020-08-04,,,
A04E,6,ACPE,0-1,31.6,33.9,2020-08-04,,,
A04E,6,ACPE,0-1,28.7,32.4,2020-08-04,,,
A04E,6,ACPE,0-1,7,8.6,2020-08-04,,,
A04E,6,ACPE,0-1,0,6.5,2020-08-04,,,
A04E,4,FAGR,0-1,29,36.8,2020-08-04,,,
A04E,4,POGR,0-1,0,7.2,2020-08-04,,,
A04E,4,ACRU,0-1,0,6.4,2020-08-04,,,
A04E,4,ACPE,0-1,82.1,86.7,2020-08-04,,,
A04E,4,ACPE,0-1,40.8,48.1,2020-08-04,,,
A04E,4,ACPE,0-1,43.7,47.4,2020-08-04,,,
A04E,2,ACSA,0-1,9.4,9.8,2020-08-04,,,
A04E,2,ACSA,0-1,11.3,11.7,2020-08-04,,,
A04E,2,ACSA,0-1,4.9,6.8,2020-08-04,,,
A04E,2,POGR,0-1,0,5.8,2020-08-04,,,
A04E,2,POGR,0-1,0,18.3,2020-08-04,,,
A04E,2,POGR,0-1,0,9.1,2020-08-04,,,
A04E,2,ACSA,0-1,0,7.6,2020-08-04,,,
A04E,2,ACPE,0-1,5.4,14.7,2020-08-04,,,
A04E,2,ACPE,0-1,0,3.2,2020-08-04,,,
A04E,2,ACRU,0-1,0,4.6,2020-08-04,,,
A04E,2,POGR,0-1,0,61.9,2020-08-04,,,
A04E,2,ACPE,0-1,5.1,6.1,2020-08-04,,,
A04E,2,ACPE,0-1,10.9,19.2,2020-08-04,,,
A04E,2,ACPE,0-1,14.2,15.3,2020-08-04,,,
A04E,2,ACSA,0-1,9.1,10.5,2020-08-04,,,
A04E,2,ACSA,0-1,13.1,14.1,2020-08-04,,,
A04E,2,ACSA,0-1,11.3,12.1,2020-08-04,,,
A04E,2,ACSA,0-1,14.6,15.3,2020-08-04,,,
A04E,2,ACSA,0-1,0,5.4,2020-08-04,,,
A04E,2,ACPE,0-1,29.5,33.8,2020-08-04,,,
A04E,2,ACPE,2-Jan,44.1,63.3,2020-08-04,,,
A04E,2,POGR,0-1,15,32.4,2020-08-04,,,
A04E,2,ACPE,0-1,0,5.2,2020-08-04,,,
A04E,2,ACSA,0-1,0,7.3,2020-08-04,,,
A04E,2,ACPE,0-1,81.5,82,2020-08-04,,,
A04E,2,ACPE,0-1,72.1,81.4,2020-08-04,,,
A04E,2,ACPE,2-Jan,52.7,75.7,2020-08-04,,,
A04E,2,ACPE,2-Jan,100.4,133.7,2020-08-04,,,
A04E,8,ACPE,0-1,12.2,22.8,2020-08-04,,,
A04E,8,ACPE,0-1,10.5,17.2,2020-08-04,,,
A04E,8,ACPE,0-1,11.2,12.7,2020-08-04,,,
A04E,8,ACPE,0-1,33.6,35.9,2020-08-04,,,
A04E,8,ACPE,0-1,45.7,47.2,2020-08-04,,,
A04E,8,ACSA,0-1,12.4,13.4,2020-08-04,,,
A04E,8,ACSA,0-1,14.1,15.3,2020-08-04,,,
A04E,8,ACSA,0-1,0,7.2,2020-08-04,,,
A04E,8,ACRU,0-1,0,5.6,2020-08-04,,,
A04E,8,ACSA,0-1,0,8.8,2020-08-04,,,
A04E,8,ACSA,0-1,13,14.9,2020-08-04,,,
A04E,8,ACSA,0-1,0,5,2020-08-04,,,
A04E,8,ACSA,0-1,0,5.2,2020-08-04,,,
A04E,8,ACSA,0-1,16.1,16.9,2020-08-04,,,
A04E,8,ACPE,0-1,42.9,52.8,2020-08-04,,,
A04E,8,ACPE,0-1,50.7,52,2020-08-04,,,
A04E,8,ACSA,0-1,7.8,10.4,2020-08-04,,,
A04E,8,ACPE,0-1,28.9,44,2020-08-04,,,
A04E,8,ACPE,0-1,36.1,47.9,2020-08-04,,,
